id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,partnership_requirements,other_requirements,summary,themes,relevance_score,relevance_category,relevance_explanation,deadline_status
eu-ft-horizon-neb-2026-01-participation-03,Understanding inhabitant’s experiences of neighbourhoods to support their health and well-being,Horizon Europe,2026-05-05,2026-12-01,"€15,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-participation-03,"",Municípios ou autoridades locais,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"",Este convite do programa Horizonte Europa visa compreender as vivências dos habitantes nos seus bairros para promover a saúde e o bem-estar. A iniciativa dirige-se a municípios e autoridades locais para o desenvolvimento de soluções integradas.,accessibility; civic_participation; climate; community_development; environment; equality; inclusion; mobility; public_space,100,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-life-2026-cet-heatcoolplan,"Supporting the delivery of actionable, integrated, and comprehensive local heating and cooling plans",LIFE,2026-04-21,2026-09-16,"€6,500,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-heatcoolplan,"",Municípios ou autoridades locais; Entidades públicas,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Este aviso do programa LIFE visa apoiar a elaboração de planos locais de aquecimento e arrefecimento integrados, compreensivos e exequíveis. A iniciativa pretende fomentar a transição energética a nível local, financiando estratégias que permitam uma gestão mais eficiente da energia térmica em contextos municipais.",climate; community_development; environment; public_space,97,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-01-clima-07,Supporting financing of local adaptation actions with combination of public funding and private financing,Horizon Europe,2026-02-04,2026-09-23,"€20,000,000 total; até €20,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-01-clima-07,"",Municípios ou autoridades locais,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Horizonte Europa financia ações de adaptação climática local, promovendo a combinação de investimento público e privado. Esta iniciativa destina-se a apoiar municípios e autoridades locais no desenvolvimento de soluções de resiliência.",climate; community_development; environment; public_space,97,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl3-2026-01-fct-04,"Crime prevention approaches, online and off-line, tackling the nexus between addictions and crime",Horizon Europe,2026-05-06,2026-11-05,"€6,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-04,"",Entidades públicas,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Este aviso do programa Horizonte Europa financia abordagens de prevenção do crime, tanto online como offline, focadas na relação entre dependências e atividade criminosa. O objetivo é desenvolver estratégias eficazes para mitigar este fenómeno.",civic_participation; climate; equality; inclusion,96,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
pt2030-7906,Inquéritos de mobilidade nas Áreas Metropolitana de Lisboa e do Porto,SUSTENTAVEL2030,2026-09-01,2027-02-26,"€1,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/inqueritos-de-mobilidade-nas-areas-metropolitana-de-lisboa-e-do-porto/,"",Entidades públicas,"",FC · Norte | AML,"Aviso Portugal 2030 para RSO2.8 - Mobilidade urbana sustentável; FC; Norte | AML. Consultar o plano oficial para confirmar condições, documentação e candidatura.",community_development; environment; mobility; public_space,96,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8000,Rede ferroviária das Áreas Metropolitanas - Mobilidade urbana sustentável na Área Metropolitana de Lisboa,SUSTENTAVEL2030,2027-04-01,2027-08-31,"€110,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/rede-ferroviaria-das-areas-metropolitanas-mobilidade-urbana-sustentavel-na-area-metropolitana-de-lisboa/,"",Entidades públicas,"",FC · AML,"Aviso Portugal 2030 para RSO2.8 - Mobilidade urbana sustentável; FC; AML. Consultar o plano oficial para confirmar condições, documentação e candidatura.",community_development; environment; mobility; public_space,96,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-1-2026-apoio-ao-desenvolvimento-de-projetos-piloto-,Aviso n.º 1/2026 – Apoio ao Desenvolvimento de Projetos Piloto de Logística Urbana,Fundo para a Mobilidade e Transportes,2026-08-02,2026-08-28,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-1-2026-apoio-ao-desenvolvimento-de-projetos-piloto-de-logistica-urbana/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_n.o_1_2026_Apoio_ao_Desenvolvimento_de_Projetos_Piloto_de_Logistica_Urbana.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes apoia projetos piloto de logística urbana em municípios portugueses, excluindo Lisboa e Porto. O aviso visa promover a eficiência, descarbonização e digitalização das entregas de último quilómetro, com uma dotação de 1 milhão de euros. As ações devem ser executadas e concluídas, financeiramente e fisicamente, até 30 de outubro de 2026.",climate; community_development; digital_public_services; environment; inclusion; mobility; public_space,95,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
eu-ft-horizon-cl3-2026-01-infra-01,Tools and processes to support stress tests of critical infrastructure,Horizon Europe,2026-05-06,2026-11-05,"€9,670,000 total; até €4,835,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-01,"",Entidades públicas,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Horizonte Europa disponibiliza financiamento para o desenvolvimento de ferramentas e processos destinados a apoiar testes de esforço em infraestruturas críticas. O aviso visa entidades públicas e integra os esforços de proteção e resiliência deste tipo de infraestruturas, com um orçamento total de 9,67 milhões de euros.",accessibility; climate; environment; inclusion,94,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl3-2026-01-infra-02,Security challenges of the green transition in urban und peri urban areas,Horizon Europe,2026-05-06,2026-11-05,"€4,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-02,"",Entidades públicas,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"",Este aviso do programa Horizonte Europa foca-se nos desafios de segurança associados à transição verde em áreas urbanas e periurbanas. O financiamento disponível é de 4 milhões de euros por projeto.,climate; environment; inclusion; public_space,93,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-2-2026-apoio-a-implementacao-de-medidas-de-melhoria,Aviso n.º 2/2026 – Apoio à Implementação de Medidas de Melhoria da Mobilidade Escolar,Fundo para a Mobilidade e Transportes,2026-08-02,2026-08-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-2-2026-apoio-a-implementacao-de-medidas-de-melhoria-da-mobilidade-escolar/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_2_2026_Apoio_a_Implementacao_de_Medidas_de_Melhoria_da_Mobilidade_Escolar.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Aviso n.º 2/2026 apoia projetos de mobilidade escolar em Portugal continental, excluindo áreas metropolitanas de Lisboa e Porto e regiões autónomas. Financia infraestruturas ligeiras, acalmia de tráfego e programas de promoção de autonomia para crianças e jovens. A dotação é de 100 000 euros, com comparticipação de 85% até 70 000 euros por beneficiário.",climate; community_development; digital_public_services; environment; inclusion; mobility,86,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-3-2025-apoio-a-implementacao-de-medidas-de-melhoria,Aviso n.º 3/2025 – Apoio à Implementação de Medidas de Melhoria da Mobilidade Escolar,Fundo para a Mobilidade e Transportes,2025-04-24,2025-07-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-3-2025-apoio-a-implementacao-de-medidas-de-melhoria-da-mobilidade-escolar-2/,https://www.imt-ip.pt/wp-content/uploads/2025/04/Aviso-3_2025-MobilidadeEscolar.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes apoia a implementação de medidas de melhoria da mobilidade escolar para promover deslocações seguras, sustentáveis e inclusivas em modos ativos ou transporte público. O aviso foca-se na capacitação de entidades locais fora das Áreas Metropolitanas de Lisboa e Porto, incentivando infraestruturas ligeiras, acalmia de tráfego e programas de rotas seguras.",climate; community_development; digital_public_services; environment; inclusion; mobility,86,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
eu-ft-horizon-cl3-2026-01-fct-03,Missing persons: prevention and investigation,Horizon Europe,2026-05-06,2026-11-05,"€5,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-03,"",Entidades públicas,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"",O programa Horizonte Europa financia projetos dedicados à prevenção e investigação de pessoas desaparecidas. A oportunidade destina-se a entidades públicas e dispõe de um orçamento total de 5 milhões de euros para a execução das iniciativas.,accessibility; civic_participation; equality,86,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
imt-mobility-https-www-imt-ip-pt-concurso-https-www-imt-ip-pt-wp-content-uploads-2025-06-aviso-n-o-2-20,Aviso n.º 2/2025 – Apoio à Modernização de Paragens de Transporte Público,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/https-www-imt-ip-pt-wp-content-uploads-2025-06-aviso_n-o_2_2025_v2-pdf/,https://www.imt-ip.pt/wp-content/uploads/2025/01/Aviso_N.o_2_2025_Abrigos_v3.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","Aviso n.º 2/2025 – Apoio à Modernização de Paragens de Transporte Público Aviso n.º 2/2025 – Apoio à Modernização de Paragens de Transporte Público - Instituto da Mobilidade e dos Transportes Skip to content O IMT mais próximo de si Lisboa: atendimento mais próximo e simples Aveiro: novo local, mais tempo para o atender O IMT mais próximo de si Lisboa: atendimento mais próximo e simples Aveiro: novo local, mais tempo para o atender O IMT mais próximo de si Lisboa: atendimento mais próximo e simples Aveiro: novo local, mais tempo para o atender O IMT mais próximo de si Lisboa: atendimento mais próximo e simples Aveiro: novo local, mais tempo para o atender Instituto da Mobilidade e dos Transportes Comunicação Estatísticas FAQ --> Institucional O IMT Missão, Atribuições, Visão, Valores Quem Somos Organograma IMT + Autoridade Nacional de Segurança Ferroviária O Fundo de Transportes EGAPA Centro de Documentação Arquivo Histórico Biblioteca Transparência e Privacidade Transparência Código de Conduta do IMT Norma de Controlo Interno Canal de Denúncia Código de Boa Conduta para a Prevenção e Combate ao Assédio no Trabalho Sistema de Gestão Anticorrupção Plano de Prevenção de Riscos de Corrupção e Infrações Conexas Transparência Administrativa Política de Privacidade e de Proteção de Dados Política de Privacidade Código de Conduta para o Tratamento de Dados Pessoais Política de Utilização de Sistemas de Videovigilância Recursos Humanos Organização Recrutamento Formação Atividades Transporte SIADAP Outros Documentos Instrumentos de Gestão QUAR Plano de Atividades Relatório de Atividades Balanço Social Documentos de Gestão Financeira Contratação Pública Procedimentos em Aberto Assuntos Europeus e Relações Internacionais União Europeia Relações Bilaterais Organizações e Associações Internacionais Serviços ao Cidadão Tudo para Conduzir Quero Ser Condutor Categorias de Cartas de Condução Primeira Carta de Condução Exames de Condução Exame de Condução Especial Provas de Exame Avaliação Psicológica Perguntas de Exame Centros de Exame Sou Condutor Revalidação da Carta de Condução Emissão de 2ª Via Substituição da Carta de Condução Certidão de Autenticidade de Carta de Condução Troca de Título de Condução Estrangeiro Licença Internacional de Condução Cartão de Estacionamento para Pessoas com Deficiência Condicionada na sua Mobilidade Veículos Homologação e Aprovação Cancelamento Matrícula Cancelamento Temporário Matrícula Certidões de Veículos Certificado Matrícula Classificação em Portagens Documentos Apreendidos Economia de Combustível Identificação Veículos Inspeção de Veículos Pesquisa Centros Inspeção Matrícula Registo de Propriedade – Pedidos Apreensão Veículos Elétricos Serviços às Empresas Escolas de condução e Entidades Formadoras Dispositivos de Monitorização do Ensino Prático Certificados Partilha de Veículos Transferência de Candidato a Condutor Alteração do Pacto Social Transmissão de Propriedade Mudança/Alteração de Instalações Alteração dos Elementos da EEEC Ampliação do Âmbito de Ensino Certificação Profissional Entidades Formadoras Localização Escolas Condução Manuais Ensino Condução Deliberações e Despachos Softwares do tipo sala Virtual Taxas de Aprovação Veículos Homologação Cancelamento Matrícula Cancelamento Temporário Matrícula Certidões de Veículos Certificado Matrícula Classificação em Portagens Documentos Apreendidos Economia de Combustível Identificação Veículos Inspeção de Veículos Centros de Inspeção – Abertura Pesquisa Centros Inspeção Matrícula Registo de Propriedade – Pedidos Apreensão Veículos Elétricos Homologação de Ambulâncias e Transformação de Veículos Especiais para Bombeiros Acesso à Atividade Licenciamento Empresa Exploradora – Escola Condução Aberturas de escolas de condução pendentes Licenciamento de Empresas – Transporte Rodoviário Transportes e Infraestruturas Transportes Rodoviários RJSPTP Transporte em Táxi TVDE Transporte Mercadorias Transporte Passageiros Autocarro Transporte Coletivo Crianças Transporte Passageiros Flexível Produtos Alimentares Perecíveis Veículos Pronto-Socorro Aluguer Veículos Sem Condutor Atividade Transitária Entidades Formadoras Empresas Licenciadas Títulos Habilitantes das Atividades Regulamentação em Matéria Social Registo Eletrónico Nacional Tacógrafo Digital Infraestruturas Rodoviárias Rede Rodoviária Direitos dos Utentes Inovação e Normalização Serviços Eletrónicos de Portagem Auditores de Segurança Rodoviária Ferroviário Caminho de Ferro Metropolitanos Direitos dos Passageiros Autoridade Nacional de Segurança Ferroviária Mercadorias Perigosas Marítimo-Portuário Armador Nacional Armador de Tráfego Local Gestor de Navios Agente de Navegação Empresa de Trabalho Portuário Pesagem de Contentores Portos (em atualização) Transportes Marítimos Cabotagem Nacional Espaço Marítimo Europeu (em atualização) Convenção HNS Infraestruturas Aeroportuárias NAL – Novo Aeroporto de Lisboa Aeroportos Planeamento Documentos de Referência Mobilidade Sustentável Mobilidade Ativa Mobilidade Digital Plano Ferroviário Nacional Projetos Financiados Fiscalização e Tarifários Títulos de Transporte e Tarifas Agentes de Fiscalização Digitalização e Inovação no Transporte de Mercadorias Regulamento eFTI Comunicação Acompanhe-nos no Linkedin Sala de Imprensa Notícias Eventos e Parcerias Números Estatísticas Anuários Estatísticos e Relatórios OPEP Veículos Transporte Ferroviário Rede Nacional de Autoestradas Mais informação Marítimo-Portuárias FAQ IMT online Aviso n.º 2/2025 – Apoio à Modernização de Paragens de Transporte Público",climate; digital_public_services; environment; inclusion; mobility; public_space,85,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo por confirmar
eu-ft-horizon-neb-2026-01-business-01,Structurally addressing homelessness through coordinated social infrastructure and services in neighbourhoods,Horizon Europe,2026-05-05,2026-12-01,"€10,500,000 total; até €3,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2026-01-business-01,"","","","",Este convite à apresentação de propostas no âmbito do programa Horizonte Europa visa abordar estruturalmente a problemática dos sem-abrigo através da coordenação de infraestruturas sociais e serviços ao nível dos bairros.,accessibility; climate; community_development; environment; inclusion; public_space,79,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais.",Prazo com margem
eui-city-to-city-exchanges,City-to-City Exchanges,European Urban Initiative,,2027-11-17,"",European Urban Initiative,https://www.urban-initiative.eu/capacity-building/pilot-call-c2c-exchanges,"",Urban authorities,"",Open · &nbsp; grant Find out more,Deadline date : 17/11/2027 By European Urban Initiative Policy challenge related to the design and implementation of Sustainable Urban Development within Cohesion Policy.  Urban authorities,climate; community_development; public_space,79,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7958,Gestão de Resíduos Urbanos - ações imateriais,SUSTENTAVEL2030,2026-09-01,2026-12-31,"€8,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/gestao-de-residuos-urbanos-acoes-imateriais/,"",Entidades públicas,"",FC · AML | Centro | Norte | Alentejo | Algarve,"Aviso Portugal 2030 para RSO2.6 - Economia circular; FC; AML | Centro | Norte | Alentejo | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",climate; environment,78,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
